"","spp","X.x","fbsci","maxlength","mortalitywild","fecundity","fecundity_mean","maturitylength","maturitylength_mean","maturityage","maturityage_mean","numberofspawningcycles","reproductiveseasonlength","fertilization","reproductionmode","spawningground","batchspawner","parentalcare","larvaesize","larvae_mean","X.y","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","file"
"64","Alopias vulpinus",8,"Alopias vulpinus",573.3,25,"2",2,"c(350, NA, 350, 260, 226, 184, NA, 155, NA, NA, NA, NA)",254.1666667,"c(NA, NA, 7, 5, NA, NA, NA, NA, NA, NA, NA, NA)",6,NA,NA,"internal (oviduct)","dioecism","coastal",0,NA,NA,NA,64,"Thresher","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","ND2",11,"990",0.182,0.144,2e-04,3e-04,"mtdna103"
"65","Alopias vulpinus",8,"Alopias vulpinus",573.3,25,"2",2,"c(350, NA, 350, 260, 226, 184, NA, 155, NA, NA, NA, NA)",254.1666667,"c(NA, NA, 7, 5, NA, NA, NA, NA, NA, NA, NA, NA)",6,NA,NA,"internal (oviduct)","dioecism","coastal",0,NA,NA,NA,65,"Thresher","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","cytochrome c oxidase subunit I",11,"610",0,0,0,0,"mtdna103"
"66","Amblyraja radiata",9,"Amblyraja radiata",105,28,"c(17, 13, 56)",28.66666667,"c(NA, NA, 50, NA, NA, 60, NA)",55,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism",NA,0,3,NA,NA,66,"Starry ray","Chevolot et al. 2007 Mar Biol 151:1275-1286","Eastern Atlantic","Central North Sea",56.13,4.81,NA,"2003","cytb",11,"290",0.473,NA,0.0018,NA,"mtdna101"
"67","Amblyraja radiata",9,"Amblyraja radiata",105,28,"c(17, 13, 56)",28.66666667,"c(NA, NA, 50, NA, NA, 60, NA)",55,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism",NA,0,3,NA,NA,67,"Starry ray","Chevolot et al. 2007 Mar Biol 151:1275-1286","Eastern Atlantic","Kattegat",57.5,10.35,NA,"2003","cytb",22,"290",0.789,NA,0.006,NA,"mtdna101"
"68","Amblyraja radiata",9,"Amblyraja radiata",105,28,"c(17, 13, 56)",28.66666667,"c(NA, NA, 50, NA, NA, 60, NA)",55,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism",NA,0,3,NA,NA,68,"Starry ray","Chevolot et al. 2007 Mar Biol 151:1275-1286","Eastern Atlantic","Off Haugesund",59.37,2.92,NA,"2003","cytb",15,"290",0.771,NA,0.0039,NA,"mtdna101"
"69","Amblyraja radiata",9,"Amblyraja radiata",105,28,"c(17, 13, 56)",28.66666667,"c(NA, NA, 50, NA, NA, 60, NA)",55,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism",NA,0,3,NA,NA,69,"Starry ray","Chevolot et al. 2007 Mar Biol 151:1275-1286","Iceland","Eyjafjordur",66.16,-18.43,NA,"2004","cytb",19,"290",0.784,NA,0.0038,NA,"mtdna101"
"70","Amblyraja radiata",9,"Amblyraja radiata",105,28,"c(17, 13, 56)",28.66666667,"c(NA, NA, 50, NA, NA, 60, NA)",55,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism",NA,0,3,NA,NA,70,"Starry ray","Chevolot et al. 2007 Mar Biol 151:1275-1286","Iceland","Hunafloi",65.57,-21.08,NA,"2004","cytb",27,"290",0.738,NA,0.0047,NA,"mtdna101"
"71","Amblyraja radiata",9,"Amblyraja radiata",105,28,"c(17, 13, 56)",28.66666667,"c(NA, NA, 50, NA, NA, 60, NA)",55,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism",NA,0,3,NA,NA,71,"Starry ray","Chevolot et al. 2007 Mar Biol 151:1275-1286","Iceland","Isafjardarjup",66.28,-23.2,NA,"2003","cytb",17,"290",0.75,NA,0.003,NA,"mtdna101"
"72","Amblyraja radiata",9,"Amblyraja radiata",105,28,"c(17, 13, 56)",28.66666667,"c(NA, NA, 50, NA, NA, 60, NA)",55,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism",NA,0,3,NA,NA,72,"Starry ray","Chevolot et al. 2007 Mar Biol 151:1275-1286","Iceland","Off bistlfjordur",66.91,-13.48,NA,"2003","cytb",24,"290",0.916,NA,0.0071,NA,"mtdna101"
"73","Amblyraja radiata",9,"Amblyraja radiata",105,28,"c(17, 13, 56)",28.66666667,"c(NA, NA, 50, NA, NA, 60, NA)",55,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism",NA,0,3,NA,NA,73,"Starry ray","Chevolot et al. 2007 Mar Biol 151:1275-1286","Iceland","Off Bjargtangar 1",65.74,-27.4,NA,"2003","cytb",32,"290",0.802,NA,0.055,NA,"mtdna101"
"74","Amblyraja radiata",9,"Amblyraja radiata",105,28,"c(17, 13, 56)",28.66666667,"c(NA, NA, 50, NA, NA, 60, NA)",55,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism",NA,0,3,NA,NA,74,"Starry ray","Chevolot et al. 2007 Mar Biol 151:1275-1286","Iceland","Off Bjargtangar 2",65.67,-27.56,NA,"2003","cytb",22,"290",0.749,NA,0.006,NA,"mtdna101"
"75","Amblyraja radiata",9,"Amblyraja radiata",105,28,"c(17, 13, 56)",28.66666667,"c(NA, NA, 50, NA, NA, 60, NA)",55,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism",NA,0,3,NA,NA,75,"Starry ray","Chevolot et al. 2007 Mar Biol 151:1275-1286","Iceland","Off Hofn",63.91,-12.53,NA,"2003","cytb",17,"290",0.806,NA,0.0036,NA,"mtdna101"
"76","Amblyraja radiata",9,"Amblyraja radiata",105,28,"c(17, 13, 56)",28.66666667,"c(NA, NA, 50, NA, NA, 60, NA)",55,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism",NA,0,3,NA,NA,76,"Starry ray","Chevolot et al. 2007 Mar Biol 151:1275-1286","Iceland","Oxafjordur",66.28,-16.28,NA,"2004","cytb",20,"290",0.916,NA,0.0071,NA,"mtdna101"
"77","Amblyraja radiata",9,"Amblyraja radiata",105,28,"c(17, 13, 56)",28.66666667,"c(NA, NA, 50, NA, NA, 60, NA)",55,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism",NA,0,3,NA,NA,77,"Starry ray","Chevolot et al. 2007 Mar Biol 151:1275-1286","Iceland","Skagafjordur",65.94,-16.79,NA,"2004","cytb",19,"290",0.784,NA,0.0058,NA,"mtdna101"
"78","Amblyraja radiata",9,"Amblyraja radiata",105,28,"c(17, 13, 56)",28.66666667,"c(NA, NA, 50, NA, NA, 60, NA)",55,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism",NA,0,3,NA,NA,78,"Starry ray","Chevolot et al. 2007 Mar Biol 151:1275-1286","Iceland","Skjalfandi",66.14,-17.54,NA,"2004","cytb",25,"290",0.743,NA,0.0056,NA,"mtdna101"
"79","Amblyraja radiata",9,"Amblyraja radiata",105,28,"c(17, 13, 56)",28.66666667,"c(NA, NA, 50, NA, NA, 60, NA)",55,"c(NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism",NA,0,3,NA,NA,79,"Starry ray","Chevolot et al. 2007 Mar Biol 151:1275-1286","Newfoundland","Newfoundland",46.07,-47.37,NA,"2004","cytb",30,"290",0.834,NA,0.007,NA,"mtdna101"
"80","Ammodytes personatus",10,"Ammodytes personatus",15,NA,"8774.5",8774.5,NA,NA,NA,NA,"one clear seasonal peak per year","3 months",NA,NA,"c(NA, NA)",NA,NA,"0.472",0.472,80,"Pacific sandlance","Kim Park Kim 2006","South Korea","Jumunjin, East Sea",37.979,128.8893,NA,"2005","control region",24,"750",1,NA,0.0255,NA,"mtdna101"
"81","Ammodytes personatus",10,"Ammodytes personatus",15,NA,"8774.5",8774.5,NA,NA,NA,NA,"one clear seasonal peak per year","3 months",NA,NA,"c(NA, NA)",NA,NA,"0.472",0.472,81,"Pacific sandlance","Kim Park Kim 2006","South Korea","Sangju, South Sea",34.814,128.285453,NA,"2005","control region",25,"750",0.99,NA,0.0097,NA,"mtdna101"
"82","Ammodytes personatus",10,"Ammodytes personatus",15,NA,"8774.5",8774.5,NA,NA,NA,NA,"one clear seasonal peak per year","3 months",NA,NA,"c(NA, NA)",NA,NA,"0.472",0.472,82,"Pacific sandlance","Kim Park Kim 2006","South Korea","Taean, West Sea",36.756,125.995612,NA,"2005","control region",24,"750",1,NA,0.0099,NA,"mtdna101"
"83","Ammodytes personatus",10,"Ammodytes personatus",15,NA,"8774.5",8774.5,NA,NA,NA,NA,"one clear seasonal peak per year","3 months",NA,NA,"c(NA, NA)",NA,NA,"0.472",0.472,83,"Pacific sandlance","Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8","China","Dalian",38.939716,121.63307,NA,"2009","ATP6",21,"644",0.9714,0.006546537,0.0054,0.000698297,"mtdna102"
"84","Ammodytes personatus",10,"Ammodytes personatus",15,NA,"8774.5",8774.5,NA,NA,NA,NA,"one clear seasonal peak per year","3 months",NA,NA,"c(NA, NA)",NA,NA,"0.472",0.472,84,"Pacific sandlance","Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8","China","Qingdao",36.033363,120.436729,NA,"2015","ATP6",30,"644",0.9701,0.003560197,0.0057,0.000602495,"mtdna102"
"85","Ammodytes personatus",10,"Ammodytes personatus",15,NA,"8774.5",8774.5,NA,NA,NA,NA,"one clear seasonal peak per year","3 months",NA,NA,"c(NA, NA)",NA,NA,"0.472",0.472,85,"Pacific sandlance","Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8","Japan","Aichi Prefecture",34.750935,137.191387,NA,"2005","ATP6",24,"644",0.9819,0.003755884,0.0058,0.000694022,"mtdna102"
"86","Ammodytes personatus",10,"Ammodytes personatus",15,NA,"8774.5",8774.5,NA,NA,NA,NA,"one clear seasonal peak per year","3 months",NA,NA,"c(NA, NA)",NA,NA,"0.472",0.472,86,"Pacific sandlance","Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8","Japan","Aomori Prefecture",40.931241,140.787853,NA,"2009","ATP6",24,"644",0.9783,0.00481733,NA,NA,"mtdna102"
"87","Ammodytes personatus",10,"Ammodytes personatus",15,NA,"8774.5",8774.5,NA,NA,NA,NA,"one clear seasonal peak per year","3 months",NA,NA,"c(NA, NA)",NA,NA,"0.472",0.472,87,"Pacific sandlance","Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8","Japan","Cape Soya",45.523053,141.936058,NA,"2005","ATP6",21,"644",0.9952,0.003600595,NA,NA,"mtdna102"
"88","Ammodytes personatus",10,"Ammodytes personatus",15,NA,"8774.5",8774.5,NA,NA,NA,NA,"one clear seasonal peak per year","3 months",NA,NA,"c(NA, NA)",NA,NA,"0.472",0.472,88,"Pacific sandlance","Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8","Japan","Fukuoka",33.624171,130.357348,NA,"2005","ATP6",21,"644",0.981,0.004909903,0.0068,0.00085105,"mtdna102"
"89","Ammodytes personatus",10,"Ammodytes personatus",15,NA,"8774.5",8774.5,NA,NA,NA,NA,"one clear seasonal peak per year","3 months",NA,NA,"c(NA, NA)",NA,NA,"0.472",0.472,89,"Pacific sandlance","Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8","Japan","Sendai Bay",38.034484,141.046457,NA,"2006","ATP6",22,"644",0.987,0.003731013,NA,NA,"mtdna102"
"90","Ammodytes personatus",10,"Ammodytes personatus",15,NA,"8774.5",8774.5,NA,NA,NA,NA,"one clear seasonal peak per year","3 months",NA,NA,"c(NA, NA)",NA,NA,"0.472",0.472,90,"Pacific sandlance","Deng et al. 2019 Journal of the Marine Biological Association of the United Kingdom 1-8","Japan","Seto Naikai",34.132318,133.245432,NA,"2005","ATP6",22,"644",0.974,0.00588434,0.0062,0.000767523,"mtdna102"
"91","Amphiprion akallopisos",11,"Amphiprion akallopisos",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"external","protandry",NA,0,1,NA,NA,91,"Skunk clownfish","Huyghe & Kochzius 2018 PLoS ONE 13:e0193825","Mozambique","Nacala",-14.555969,40.667823,NA,"","control region",31,"337",0.503,NA,0.0027,NA,"mtdna102"
"92","Amphiprion akallopisos",11,"Amphiprion akallopisos",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"external","protandry",NA,0,1,NA,NA,92,"Skunk clownfish","Huyghe & Kochzius 2018 PLoS ONE 13:e0193825","Mozambique","Pemba",-12.974445,40.499531,NA,"","control region",35,"337",0.77,NA,0.0064,NA,"mtdna102"
"93","Amphiprion akallopisos",11,"Amphiprion akallopisos",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"external","protandry",NA,0,1,NA,NA,93,"Skunk clownfish","Huyghe & Kochzius 2018 PLoS ONE 13:e0193825","Mozambique","Tofo",-23.852385,35.546061,NA,"","control region",8,"337",0.25,NA,8e-04,NA,"mtdna102"
"94","Amphiprion latezonatus",12,"Amphiprion latezonatus",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"external","protandry",NA,0,1,NA,NA,94,"Wide-band anemonefish","Steinberg et al. 2016 Coral Reefs 35:959-970","Australia","Lord Howe Island",-31.546103,159.083156,NA,"","D-loop",33,"316",0.742,0.01271,0.00612,0.00069,"mtdna102"
"95","Amphiprion latezonatus",12,"Amphiprion latezonatus",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"external","protandry",NA,0,1,NA,NA,95,"Wide-band anemonefish","Steinberg et al. 2016 Coral Reefs 35:959-970","Australia","Norfolk Island",-29.03932,167.943606,NA,"","D-loop",31,"316",0.703,0.01652,0.00444,0.00056,"mtdna102"
"96","Amphiprion latezonatus",12,"Amphiprion latezonatus",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"external","protandry",NA,0,1,NA,NA,96,"Wide-band anemonefish","Steinberg et al. 2016 Coral Reefs 35:959-970","Australia","North Solitary Island",-29.91934,153.392455,NA,"","D-loop",34,"316",0.75,0.01372,0.00463,0.00055,"mtdna102"
"97","Amphiprion latezonatus",12,"Amphiprion latezonatus",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"external","protandry",NA,0,1,NA,NA,97,"Wide-band anemonefish","Steinberg et al. 2016 Coral Reefs 35:959-970","Australia","Sunshine Coast",-26.411,153.1487,NA,"","D-loop",7,"316",0.95,0.03893,0.00512,0.00148,"mtdna102"
"98","Amphiprion melanopus",13,"Amphiprion melanopus",12,5,"7200",7200,"4.5",4.5,"1.67",1.67,NA,NA,"external","protandry","coastal",0,1,NA,NA,98,"Fire clownfish","Drew et. al 2008 Conservation Biology 22(4):965-975","Fiji","Central Fiji",-17.3,178.9,NA,"","control region",36,"384",NA,NA,0.02,0.001666667,"mtdna101"
"99","Amphiprion melanopus",13,"Amphiprion melanopus",12,5,"7200",7200,"4.5",4.5,"1.67",1.67,NA,NA,"external","protandry","coastal",0,1,NA,NA,99,"Fire clownfish","Drew et. al 2008 Conservation Biology 22(4):965-975","Papua New Guinea","Milne Bay",-9.02,149.15,NA,"","control region",26,"384",NA,NA,0.021,0.001961161,"mtdna101"
"100","Amphiprion melanopus",13,"Amphiprion melanopus",12,5,"7200",7200,"4.5",4.5,"1.67",1.67,NA,NA,"external","protandry","coastal",0,1,NA,NA,100,"Fire clownfish","Drew et. al 2008 Conservation Biology 22(4):965-975","Solomon Islands","Nudha Islands",-9.5,160.8,NA,"","control region",11,"384",NA,NA,0.02,0.003015113,"mtdna101"
"101","Anoplopoma fimbria",14,"Anoplopoma fimbria",120,94,"c(NA, 1e+05, 241200)",170600,"c(NA, NA, 58, NA, 60, NA, NA)",59,"c(NA, NA, NA, NA, 5, NA, NA)",5,NA,NA,"external","dioecism","c(NA, ""coastal"", ""oceanic"", ""shelf"")",0,3,"6",6,101,"Sablefish","Tripp-Valdez et. al 2012 Journal of Applied Ichthyology 28:516-523","Mexico","SQ",30.4416666666667,-116.430833333333,NA,"","cytochrome c oxidase subunit I",15,"353",0.371,0.03950443,0.0015,0.000180739,"mtdna101"
"102","Anoplopoma fimbria",14,"Anoplopoma fimbria",120,94,"c(NA, 1e+05, 241200)",170600,"c(NA, NA, 58, NA, 60, NA, NA)",59,"c(NA, NA, NA, NA, 5, NA, NA)",5,NA,NA,"external","dioecism","c(NA, ""coastal"", ""oceanic"", ""shelf"")",0,3,"6",6,102,"Sablefish","Tripp-Valdez et. al 2012 Journal of Applied Ichthyology 28:516-523","USA","BS",56.0846111111111,-173.034758333333,"SABLEFEBSAIGA","","cytochrome c oxidase subunit I",15,"353",0.467,0.038213436,0.00146,0.000136845,"mtdna101"
"103","Anoplopoma fimbria",14,"Anoplopoma fimbria",120,94,"c(NA, 1e+05, 241200)",170600,"c(NA, NA, 58, NA, 60, NA, NA)",59,"c(NA, NA, NA, NA, 5, NA, NA)",5,NA,NA,"external","dioecism","c(NA, ""coastal"", ""oceanic"", ""shelf"")",0,3,"6",6,103,"Sablefish","Tripp-Valdez et. al 2012 Journal of Applied Ichthyology 28:516-523","USA","GA",54.0359444444444,-134.000183333333,"SABLEFEBSAIGA","","cytochrome c oxidase subunit I",14,"353",0.758,0.031002304,0.0027,0.000160357,"mtdna101"
"104","Anoplopoma fimbria",14,"Anoplopoma fimbria",120,94,"c(NA, 1e+05, 241200)",170600,"c(NA, NA, 58, NA, 60, NA, NA)",59,"c(NA, NA, NA, NA, 5, NA, NA)",5,NA,NA,"external","dioecism","c(NA, ""coastal"", ""oceanic"", ""shelf"")",0,3,"6",6,104,"Sablefish","Tripp-Valdez et. al 2012 Journal of Applied Ichthyology 28:516-523","USA","OR",45.8355555555556,-124.801666666667,"SABLEFPCOAST","","cytochrome c oxidase subunit I",13,"353",0.5,0.037719613,0.0015,0.00011094,"mtdna101"
"105","Archosargus probatocephalus",15,"Archosargus probatocephalus",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, ""coastal"")",NA,NA,NA,NA,105,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Apalachicola",29.718192,-84.9814,NA,"1999","control region",60,"470",NA,NA,0.04,NA,"mtdna102"
"106","Archosargus probatocephalus",15,"Archosargus probatocephalus",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, ""coastal"")",NA,NA,NA,NA,106,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Cedar Keys",29.135342,-83.042618,NA,"1998","control region",33,"470",NA,NA,0.039,NA,"mtdna102"
"107","Archosargus probatocephalus",15,"Archosargus probatocephalus",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, ""coastal"")",NA,NA,NA,NA,107,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Charleston",32.76209,-79.886029,NA,"2001","control region",23,"470",NA,NA,0.032,NA,"mtdna102"
"108","Archosargus probatocephalus",15,"Archosargus probatocephalus",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, ""coastal"")",NA,NA,NA,NA,108,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Corpus Christi",27.799609,-97.330457,NA,"1999","control region",31,"470",NA,NA,0.04,NA,"mtdna102"
"109","Archosargus probatocephalus",15,"Archosargus probatocephalus",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, ""coastal"")",NA,NA,NA,NA,109,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Florida Bay",25.037202,-80.725444,NA,"1996","control region",30,"470",NA,NA,0.043,NA,"mtdna102"
"110","Archosargus probatocephalus",15,"Archosargus probatocephalus",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, ""coastal"")",NA,NA,NA,NA,110,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Fort Walton",30.426693,-86.583054,NA,"1997","control region",25,"470",NA,NA,0.034,NA,"mtdna102"
"111","Archosargus probatocephalus",15,"Archosargus probatocephalus",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, ""coastal"")",NA,NA,NA,NA,111,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Indian River",27.691957,-80.351466,NA,"1999","control region",36,"470",NA,NA,0.034,NA,"mtdna102"
"112","Archosargus probatocephalus",15,"Archosargus probatocephalus",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, ""coastal"")",NA,NA,NA,NA,112,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Morehead City",34.715791,-76.72042,NA,"1999","control region",36,"470",NA,NA,0.033,NA,"mtdna102"
"113","Archosargus probatocephalus",15,"Archosargus probatocephalus",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, ""coastal"")",NA,NA,NA,NA,113,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","St. Johns River",30.40297,-81.395411,NA,"2001","control region",29,"470",NA,NA,0.031,NA,"mtdna102"
"114","Archosargus probatocephalus",15,"Archosargus probatocephalus",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, ""coastal"")",NA,NA,NA,NA,114,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","St. Simmons & Cumberland Islands",31.001457,-81.3979225,NA,"1998","control region",31,"470",NA,NA,0.031,NA,"mtdna102"
"115","Archosargus probatocephalus",15,"Archosargus probatocephalus",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, ""coastal"")",NA,NA,NA,NA,115,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Steinhatchee",29.67132,-83.392316,NA,"1999","control region",28,"470",NA,NA,0.042,NA,"mtdna102"
"116","Archosargus probatocephalus",15,"Archosargus probatocephalus",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, ""coastal"")",NA,NA,NA,NA,116,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Tampa Bay",27.739577,-82.59122,NA,"1999","control region",38,"470",NA,NA,0.039,NA,"mtdna102"
"117","Atherinella brasiliensis",16,"Atherinella brasiliensis",17.7,NA,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,NA,NA,"c(NA, NA, NA)",NA,NA,NA,NA,117,"Brazilian silverside","Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157","Brazil","Camacho",-28.611534,-48.871218,NA,"","D-loop",20,"933",0.86,NA,0.002,NA,"mtdna102"
"118","Atherinella brasiliensis",16,"Atherinella brasiliensis",17.7,NA,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,NA,NA,"c(NA, NA, NA)",NA,NA,NA,NA,118,"Brazilian silverside","Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157","Brazil","Carapebus",-22.265685,-41.608415,NA,"","D-loop",20,"933",0.54,NA,0.001,NA,"mtdna102"
"119","Atherinella brasiliensis",16,"Atherinella brasiliensis",17.7,NA,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,NA,NA,"c(NA, NA, NA)",NA,NA,NA,NA,119,"Brazilian silverside","Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157","Brazil","ConceiÁ„o",-27.201605,-48.491153,NA,"","D-loop",20,"933",0.99,NA,0.003,NA,"mtdna102"
"120","Atherinella brasiliensis",16,"Atherinella brasiliensis",17.7,NA,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,NA,NA,"c(NA, NA, NA)",NA,NA,NA,NA,120,"Brazilian silverside","Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157","Brazil","Itaparica",-12.978106,-38.595195,NA,"","D-loop",19,"933",0.98,NA,0.004,NA,"mtdna102"
"121","Atherinella brasiliensis",16,"Atherinella brasiliensis",17.7,NA,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,NA,NA,"c(NA, NA, NA)",NA,NA,NA,NA,121,"Brazilian silverside","Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157","Brazil","Paranagu·",-25.592483,-48.347013,NA,"","D-loop",20,"933",0.94,NA,0.002,NA,"mtdna102"
"122","Atherinella brasiliensis",16,"Atherinella brasiliensis",17.7,NA,NA,NA,"c(NA, NA)",NA,"c(NA, NA)",NA,NA,NA,NA,NA,"c(NA, NA, NA)",NA,NA,NA,NA,122,"Brazilian silverside","Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157","Brazil","Patos",-33.377528,-52.943417,NA,"","D-loop",20,"933",0.75,NA,0.001,NA,"mtdna102"
"123","Auxis rochei",17,"Auxis rochei",50,NA,NA,NA,"c(35, 36.5, NA, NA, NA)",35.75,"c(NA, NA, 2, NA, NA)",2,"Variable throughout range",NA,"external","dioecism","c(""coastal"", ""coastal"", NA, NA, NA, NA, NA)",-1,3,"3.3",3.3,123,"Bullet tuna","Habib & Sulaiman 2016 Acta Oceanol. Sin. 35:76-82","Brunei","Brunei Darussalam",5.580067,113.986838,NA,"2013","D-loop",10,"426",1,NA,0.039,NA,"mtdna102"
"124","Auxis thazard",18,"Auxis thazard",65,5,"c(2e+05, NA, NA)",2e+05,"c(35, 29, NA, NA, NA, NA, NA)",32,"c(NA, NA, NA, NA, NA, NA, NA)",NA,"Variable throughout range",NA,"external","dioecism","c(NA, NA, NA, NA, NA)",0,3,"3.26",3.26,124,"Frigate tuna","Habib & Sulaiman 2016 Acta Oceanol. Sin. 35:76-82","Indonesia","Java Sea",-4.05,114.666666666667,NA,"2013","D-loop",30,"426",1,NA,0.119,NA,"mtdna102"
"125","Auxis thazard",18,"Auxis thazard",65,5,"c(2e+05, NA, NA)",2e+05,"c(35, 29, NA, NA, NA, NA, NA)",32,"c(NA, NA, NA, NA, NA, NA, NA)",NA,"Variable throughout range",NA,"external","dioecism","c(NA, NA, NA, NA, NA)",0,3,"3.26",3.26,125,"Frigate tuna","Kumar et al. 2012 Marine Biology Research 8:992-1002","India ","Kavaratti",11.927044,79.853967,NA,"2008","D-loop",50,"500",1,NA,0.026,NA,"mtdna101"
