"","spp","X","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","file","maxlength","fecundity_mean","fertilization","reproductionmode"
"103","Anoplopoma fimbria",104,"Sablefish","Tripp-Valdez et. al 2012 Journal of Applied Ichthyology 28:516-523","Mexico","SQ",30.4416666666667,-116.430833333333,NA,"","cytochrome c oxidase subunit I",15,"353",0.371,0.03950443,0.0015,0.000180739,"mtdna101",120,170600,"external","dioecism"
"104","Anoplopoma fimbria",105,"Sablefish","Tripp-Valdez et. al 2012 Journal of Applied Ichthyology 28:516-523","USA","BS",56.0846111111111,-173.034758333333,"SABLEFEBSAIGA","","cytochrome c oxidase subunit I",15,"353",0.467,0.038213436,0.00146,0.000136845,"mtdna101",120,170600,"external","dioecism"
"105","Anoplopoma fimbria",106,"Sablefish","Tripp-Valdez et. al 2012 Journal of Applied Ichthyology 28:516-523","USA","GA",54.0359444444444,-134.000183333333,"SABLEFEBSAIGA","","cytochrome c oxidase subunit I",14,"353",0.758,0.031002304,0.0027,0.000160357,"mtdna101",120,170600,"external","dioecism"
"106","Anoplopoma fimbria",107,"Sablefish","Tripp-Valdez et. al 2012 Journal of Applied Ichthyology 28:516-523","USA","OR",45.8355555555556,-124.801666666667,"SABLEFPCOAST","","cytochrome c oxidase subunit I",13,"353",0.5,0.037719613,0.0015,0.00011094,"mtdna101",120,170600,"external","dioecism"
"107","Archosargus probatocephalus",108,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Apalachicola",29.718192,-84.9814,NA,"1999","control region",60,"470",NA,NA,0.04,NA,"mtdna102",91,13427,NA,NA
"108","Archosargus probatocephalus",109,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Cedar Keys",29.135342,-83.042618,NA,"1998","control region",33,"470",NA,NA,0.039,NA,"mtdna102",91,13427,NA,NA
"109","Archosargus probatocephalus",110,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Charleston",32.76209,-79.886029,NA,"2001","control region",23,"470",NA,NA,0.032,NA,"mtdna102",91,13427,NA,NA
"110","Archosargus probatocephalus",111,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Corpus Christi",27.799609,-97.330457,NA,"1999","control region",31,"470",NA,NA,0.04,NA,"mtdna102",91,13427,NA,NA
"111","Archosargus probatocephalus",112,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Florida Bay",25.037202,-80.725444,NA,"1996","control region",30,"470",NA,NA,0.043,NA,"mtdna102",91,13427,NA,NA
"112","Archosargus probatocephalus",113,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Fort Walton",30.426693,-86.583054,NA,"1997","control region",25,"470",NA,NA,0.034,NA,"mtdna102",91,13427,NA,NA
"113","Archosargus probatocephalus",114,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Indian River",27.691957,-80.351466,NA,"1999","control region",36,"470",NA,NA,0.034,NA,"mtdna102",91,13427,NA,NA
"114","Archosargus probatocephalus",115,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Morehead City",34.715791,-76.72042,NA,"1999","control region",36,"470",NA,NA,0.033,NA,"mtdna102",91,13427,NA,NA
"115","Archosargus probatocephalus",116,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","St. Johns River",30.40297,-81.395411,NA,"2001","control region",29,"470",NA,NA,0.031,NA,"mtdna102",91,13427,NA,NA
"116","Archosargus probatocephalus",117,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","St. Simmons & Cumberland Islands",31.001457,-81.3979225,NA,"1998","control region",31,"470",NA,NA,0.031,NA,"mtdna102",91,13427,NA,NA
"117","Archosargus probatocephalus",118,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Steinhatchee",29.67132,-83.392316,NA,"1999","control region",28,"470",NA,NA,0.042,NA,"mtdna102",91,13427,NA,NA
"118","Archosargus probatocephalus",119,"Sheepshead","Seyoum et al. 2017 Bull. Mar. Sci. 93:691-713","USA","Tampa Bay",27.739577,-82.59122,NA,"1999","control region",38,"470",NA,NA,0.039,NA,"mtdna102",91,13427,NA,NA
"119","Atherinella brasiliensis",120,"Brazilian silverside","Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157","Brazil","Camacho",-28.611534,-48.871218,NA,"","D-loop",20,"933",0.86,NA,0.002,NA,"mtdna102",17.7,2050,NA,NA
"120","Atherinella brasiliensis",121,"Brazilian silverside","Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157","Brazil","Carapebus",-22.265685,-41.608415,NA,"","D-loop",20,"933",0.54,NA,0.001,NA,"mtdna102",17.7,2050,NA,NA
"121","Atherinella brasiliensis",122,"Brazilian silverside","Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157","Brazil","ConceiÁ„o",-27.201605,-48.491153,NA,"","D-loop",20,"933",0.99,NA,0.003,NA,"mtdna102",17.7,2050,NA,NA
"122","Atherinella brasiliensis",123,"Brazilian silverside","Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157","Brazil","Itaparica",-12.978106,-38.595195,NA,"","D-loop",19,"933",0.98,NA,0.004,NA,"mtdna102",17.7,2050,NA,NA
"123","Atherinella brasiliensis",124,"Brazilian silverside","Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157","Brazil","Paranagu·",-25.592483,-48.347013,NA,"","D-loop",20,"933",0.94,NA,0.002,NA,"mtdna102",17.7,2050,NA,NA
"124","Atherinella brasiliensis",125,"Brazilian silverside","Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157","Brazil","Patos",-33.377528,-52.943417,NA,"","D-loop",20,"933",0.75,NA,0.001,NA,"mtdna102",17.7,2050,NA,NA
"125","Auxis rochei",126,"Bullet tuna","Habib & Sulaiman 2016 Acta Oceanol. Sin. 35:76-82","Brunei","Brunei Darussalam",5.580067,113.986838,NA,"2013","D-loop",10,"426",1,NA,0.039,NA,"mtdna102",50,217,"external","dioecism"
"126","Auxis thazard",127,"Frigate tuna","Habib & Sulaiman 2016 Acta Oceanol. Sin. 35:76-82","Indonesia","Java Sea",-4.05,114.666666666667,NA,"2013","D-loop",30,"426",1,NA,0.119,NA,"mtdna102",65,2e+05,"external","dioecism"
"127","Auxis thazard",128,"Frigate tuna","Kumar et al. 2012 Marine Biology Research 8:992-1002","India ","Kavaratti",11.927044,79.853967,NA,"2008","D-loop",50,"500",1,NA,0.026,NA,"mtdna101",65,2e+05,"external","dioecism"
"128","Auxis thazard",129,"Frigate tuna","Kumar et al. 2012 Marine Biology Research 8:992-1002","India ","Kochi",11.927044,79.853967,NA,"2008","D-loop",50,"500",1,NA,0.056,NA,"mtdna101",65,2e+05,"external","dioecism"
"129","Auxis thazard",130,"Frigate tuna","Kumar et al. 2012 Marine Biology Research 8:992-1002","India ","Pondicherry",11.927044,79.853967,NA,"2008","D-loop",50,"500",1,NA,0.04,NA,"mtdna101",65,2e+05,"external","dioecism"
"130","Auxis thazard",131,"Frigate tuna","Kumar et al. 2012 Marine Biology Research 8:992-1002","India ","Port-Blair",11.927044,79.853967,NA,"2009","D-loop",14,"500",0.989,NA,0.091,NA,"mtdna101",65,2e+05,"external","dioecism"
"131","Auxis thazard",132,"Frigate tuna","Kumar et al. 2012 Marine Biology Research 8:992-1002","India ","Ratnagiri",11.927044,79.853967,NA,"2008","D-loop",50,"500",0.9992,NA,0.043,NA,"mtdna101",65,2e+05,"external","dioecism"
"132","Auxis thazard",133,"Frigate tuna","Kumar et al. 2012 Marine Biology Research 8:992-1002","India ","Tuticorin",11.927044,79.853967,NA,"2009","D-loop",50,"500",1,NA,0.027,NA,"mtdna101",65,2e+05,"external","dioecism"
"133","Auxis thazard",134,"Frigate tuna","Kumar et al. 2012 Marine Biology Research 8:992-1002","India ","Veravel",11.927044,79.853967,NA,"2007","D-loop",50,"500",0.9992,NA,0.031,NA,"mtdna101",65,2e+05,"external","dioecism"
"134","Auxis thazard",135,"Frigate tuna","Kumar et al. 2012 Marine Biology Research 8:992-1002","India ","Vizag",11.927044,79.853967,NA,"2009","D-loop",50,"500",0.9984,NA,0.034,NA,"mtdna101",65,2e+05,"external","dioecism"
"135","Auxis thazard",136,"Frigate tuna","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Indonesia","Indonesia",1.477665,124.8171,NA,"","D-loop",22,"309",0.9952,0.0035,0.035913,0.004,"mtdna102",65,2e+05,"external","dioecism"
"136","Auxis thazard",137,"Frigate tuna","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Malaysia","Malaysia",6.878104,116.836371,NA,"","D-loop",40,"309",0.9987,0.001,0.032696,0.0027,"mtdna102",65,2e+05,"external","dioecism"
"137","Auxis thazard",138,"Frigate tuna","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Philippines","Palawan",9.59959,118.344876,NA,"","D-loop",49,"309",1,6e-04,0.034123,0.0025,"mtdna102",65,2e+05,"external","dioecism"
"138","Auxis thazard",139,"Frigate tuna","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Philippines","Zamboanga",6.925259,122.047269,NA,"","D-loop",39,"309",0.972,0.0011,0.030625,0.0026,"mtdna102",65,2e+05,"external","dioecism"
"139","Balistes capriscus",140,"Grey triggerfish","Antoni et al. 2011 North American Journal of Fisheries 31:714-721","USA","Louisiana",27,-91,"GTRIGGM","2008.5","ND4",29,"617",0.81505,NA,0.00345,NA,"mtdna101",60,772415,"external","dioecism"
"140","Balistes capriscus",141,"Grey triggerfish","Antoni et al. 2011 North American Journal of Fisheries 31:714-721","USA","South-eastern Florida",26.0833333333333,-80,NA,"2008.5","ND4",29,"617",0.90726,NA,0.00403,NA,"mtdna101",60,772415,"external","dioecism"
"141","Balistes capriscus",142,"Grey triggerfish","Antoni et al. 2011 North American Journal of Fisheries 31:714-721","USA","South Carolina",33.0833333333333,-79,NA,"2008.5","ND4",29,"617",0.88736,NA,0.00393,NA,"mtdna101",60,772415,"external","dioecism"
"142","Balistes capriscus",143,"Grey triggerfish","Antoni et al. 2011 North American Journal of Fisheries 31:714-721","USA","South Texas",26.0188888888889,-97.0011111111111,"GTRIGGM","2008.5","ND4",29,"617",0.89195,NA,0.00451,NA,"mtdna101",60,772415,"external","dioecism"
"143","Balistes capriscus",144,"Grey triggerfish","Antoni et al. 2011 North American Journal of Fisheries 31:714-721","USA","West Florida",30.150349,-86.485161,"GTRIGGM","2008.5","ND4",29,"617",0.87957,NA,0.003386,NA,"mtdna101",60,772415,"external","dioecism"
"144","Bathygobius cocosensis",145,"Cocos frill-goby","Muki et al. 2009 Ichythology Res 56:380-387","Northwestern Pacific Ocean ","Bonin Islands ",25,145,NA,"","ND5",22,"945",0.636,NA,0.001,NA,"mtdna101",12,NA,NA,NA
"145","Bathygobius cocosensis",146,"Cocos frill-goby","Muki et al. 2009 Ichythology Res 56:380-387","Northwestern Pacific Ocean ","Iriomote-jima",24.348439,123.652159,NA,"","ND5",12,"945",0.955,NA,0.003,NA,"mtdna101",12,NA,NA,NA
"146","Bathygobius cocosensis",147,"Cocos frill-goby","Muki et al. 2009 Ichythology Res 56:380-387","Northwestern Pacific Ocean ","Okinawa-jima",26.902202,128.033732,NA,"","ND5",10,"945",0.644,NA,0.001,NA,"mtdna101",12,NA,NA,NA
"147","Bathygobius cocosensis",148,"Cocos frill-goby","Muki et al. 2009 Ichythology Res 56:380-387","Northwestern Pacific Ocean ","Wakayama",34.045771,134.984552,NA,"","ND5",16,"945",0.908,NA,0.002,NA,"mtdna101",12,NA,NA,NA
"148","Bathytoshia centroura",149,"Roughtail stingray","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","ND2",6,"990",0.6,0.215,7e-04,7e-04,"mtdna103",300,2,"internal (oviduct)","dioecism"
"149","Bathytoshia centroura",150,"Roughtail stingray","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","cytochrome c oxidase subunit I",6,"610",0.6,0.215,0.0014,0.0013,"mtdna103",300,2,"internal (oviduct)","dioecism"
"150","Bellapiscis lesleyae",151,"Mottled twister","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Bluff",-46.5833333333333,168.333333333333,NA,"","control region",12,"400",0.591,0.108,0.003,0.002,"mtdna101",6.03,NA,"external","dioecism"
"151","Bellapiscis lesleyae",152,"Mottled twister","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Hauraki Gulf",-35.9,175.083333333333,NA,"","control region",4,"400",1,0.177,0.013,0.009,"mtdna101",6.03,NA,"external","dioecism"
"152","Bellapiscis lesleyae",153,"Mottled twister","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Kaikoura",-42.4,173.7,NA,"","control region",14,"400",1,0.034,0.013,0.008,"mtdna101",6.03,NA,"external","dioecism"
"153","Bellapiscis lesleyae",154,"Mottled twister","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Three Kings",-34.1333333333333,172.133333333333,NA,"","control region",12,"400",0.758,0.093,0.005,0.003,"mtdna101",6.03,NA,"external","dioecism"
"154","Bellapiscis medius",155,"Twister","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Bluff",-46.5833333333333,168.333333333333,NA,"","control region",24,"400",0.486,0.113,0.002,0.002,"mtdna101",7.5,NA,"external","dioecism"
"155","Bellapiscis medius",156,"Twister","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Catlins",-46.3666666666667,169.783333333333,NA,"","control region",21,"400",0.095,0.084,3e-04,0.001,"mtdna101",7.5,NA,"external","dioecism"
"156","Bellapiscis medius",157,"Twister","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Hauraki Gulf",-35.9,175.083333333333,NA,"","control region",14,"400",0.901,0.058,0.006,0.004,"mtdna101",7.5,NA,"external","dioecism"
"157","Bellapiscis medius",158,"Twister","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Kaikoura",-42.4,173.7,NA,"","control region",8,"400",0.649,0.184,0.004,0.003,"mtdna101",7.5,NA,"external","dioecism"
"158","Bellapiscis medius",159,"Twister","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Kaipara",-36.25,174.233333333333,NA,"","control region",14,"400",0.818,0.084,0.005,0.003,"mtdna101",7.5,NA,"external","dioecism"
"159","Bellapiscis medius",160,"Twister","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Otago",-45.8166666666667,170.65,NA,"","control region",16,"400",0.264,0.136,0.001,0.001,"mtdna101",7.5,NA,"external","dioecism"
"160","Bellapiscis medius",161,"Twister","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Wellington",-41.0833333333333,174.85,NA,"","control region",19,"400",0.836,0.139,0.003,0.002,"mtdna101",7.5,NA,"external","dioecism"
"161","Beringraja pulchra",162,"Mottled skate","Im et al. 2017 J. Appl. Ichthyol. 23:950-956","South Korea","Daechungdo",37.7,124.8,NA,"2011","cytochrome c oxidase subunit I",30,"471",0.536,NA,0.0018,NA,"mtdna102",115,NA,"internal (oviduct)","dioecism"
"162","Beringraja pulchra",163,"Mottled skate","Im et al. 2017 J. Appl. Ichthyol. 23:950-956","South Korea","Heuksando",34.671828,125.419423,NA,"2011","cytochrome c oxidase subunit I",27,"471",0.581,NA,0.0019,NA,"mtdna102",115,NA,"internal (oviduct)","dioecism"
"163","Beryx decadactylus",165,"Alfonsino","Friess & Sedberry 2011 Journal of Fish Biology 78:466-478","United States","Charleston Bump ",32.0936,-75.9942,NA,"2005","control region",141,"403",0.799,NA,0.0041,NA,"mtdna101",100,NA,"external","dioecism"
"164","Beryx splendens",166,"Splendid alfonsino","Levy-Hartmann et al. 2011 Genetica 139: 1349-1365","New Caledonia","Astrolabe Reef,  North Loyality ridge",-20,165.3,NA,"","cytb",12,"815",0.8485,NA,0.003458,NA,"mtdna101",70,270000,"external","dioecism"
"165","Beryx splendens",167,"Splendid alfonsino","Levy-Hartmann et al. 2011 Genetica 139: 1349-1365","New Caledonia","Atlantic Ocean",58.539595,-19.541019,NA,"","cytb",25,"815",0.9833,NA,0.009669,NA,"mtdna101",70,270000,"external","dioecism"
"166","Beryx splendens",168,"Splendid alfonsino","Levy-Hartmann et al. 2011 Genetica 139: 1349-1365","New Caledonia","Chatham Rise",-46.316584,178.886712,NA,"","cytb",13,"815",0.9744,NA,0.003492,NA,"mtdna101",70,270000,"external","dioecism"
"167","Beryx splendens",169,"Splendid alfonsino","Levy-Hartmann et al. 2011 Genetica 139: 1349-1365","New Caledonia","East Coast",-40.044438,-179.150394,NA,"","cytb",25,"815",0.88,NA,0.004266,NA,"mtdna101",70,270000,"external","dioecism"
"168","Beryx splendens",170,"Splendid alfonsino","Levy-Hartmann et al. 2011 Genetica 139: 1349-1365","New Caledonia","Indian Ocean (east)",-20.468189,111.943356,NA,"","cytb",10,"815",0.9778,NA,0.005235,NA,"mtdna101",70,270000,"external","dioecism"
"169","Beryx splendens",171,"Splendid alfonsino","Levy-Hartmann et al. 2011 Genetica 139: 1349-1365","New Caledonia","Indian Ocean (west)",-27.839076,49.892575,NA,"","cytb",9,"815",0.9167,NA,0.00259,NA,"mtdna101",70,270000,"external","dioecism"
"170","Beryx splendens",172,"Splendid alfonsino","Levy-Hartmann et al. 2011 Genetica 139: 1349-1365","New Caledonia","Lifou Island, North Loyality ridge",-21,167,NA,"","cytb",10,"815",0.9333,NA,0.004908,NA,"mtdna101",70,270000,"external","dioecism"
"171","Beryx splendens",173,"Splendid alfonsino","Levy-Hartmann et al. 2011 Genetica 139: 1349-1365","New Caledonia","Off Japanese Coast",45.828799,146.894524,NA,"","cytb",27,"815",0.886,NA,0.003489,NA,"mtdna101",70,270000,"external","dioecism"
"172","Beryx splendens",174,"Splendid alfonsino","Levy-Hartmann et al. 2011 Genetica 139: 1349-1365","New Caledonia","Off Tasmania, South Australia",-45.336702,144.462887,NA,"","cytb",5,"815",1,NA,0.007853,NA,"mtdna101",70,270000,"external","dioecism"
"173","Beryx splendens",175,"Splendid alfonsino","Levy-Hartmann et al. 2011 Genetica 139: 1349-1365","New Caledonia","Seamount J, South Loyality ridge",-24.1,170,NA,"","cytb",21,"815",0.9524,NA,0.003728,NA,"mtdna101",70,270000,"external","dioecism"
"174","Beryx splendens",176,"Splendid alfonsino","Levy-Hartmann et al. 2011 Genetica 139: 1349-1365","New Caledonia","Seamount Jumeau Est, Norfolk ridge",-23.6,168.5,NA,"","cytb",14,"815",0.8901,NA,0.003182,NA,"mtdna101",70,270000,"external","dioecism"
"175","Beryx splendens",177,"Splendid alfonsino","Levy-Hartmann et al. 2011 Genetica 139: 1349-1365","New Caledonia","Seamount Jumeau Ouest, Norfolk ridge",-23.9,167.5,NA,"","cytb",10,"815",0.7778,NA,0.001963,NA,"mtdna101",70,270000,"external","dioecism"
"176","Beryx splendens",178,"Splendid alfonsino","Levy-Hartmann et al. 2011 Genetica 139: 1349-1365","New Caledonia","Seamount K, South Loyality ridge",-24.5,170.1,NA,"","cytb",13,"815",0.8718,NA,0.003146,NA,"mtdna101",70,270000,"external","dioecism"
"177","Beryx splendens",179,"Splendid alfonsino","Levy-Hartmann et al. 2011 Genetica 139: 1349-1365","New Caledonia","Seamount Stylaster, Norfolk ridge",-23.5,168,NA,"","cytb",10,"815",0.9333,NA,0.002372,NA,"mtdna101",70,270000,"external","dioecism"
"178","Boreogadus saida",180,"Polar cod","Palsson et. al 2009 Polar Biology 32:471-479","Bering strait","19",70,-175,NA,"2002","cytb",5,"260",0.7,0.22,0.0031,0.0031,"mtdna101",40,16700,"external","dioecism"
"179","Boreogadus saida",181,"Polar cod","Palsson et. al 2009 Polar Biology 32:471-479","Greenland","1",71.48,-56.58,NA,"2004","cytb",32,"260",0.44,0.11,0.0031,0.0026,"mtdna101",40,16700,"external","dioecism"
"180","Boreogadus saida",182,"Polar cod","Palsson et. al 2009 Polar Biology 32:471-479","Greenland","10",74.9,-21.01,NA,"2003","cytb",17,"260",0.32,0.14,0.0013,0.0015,"mtdna101",40,16700,"external","dioecism"
"181","Boreogadus saida",183,"Polar cod","Palsson et. al 2009 Polar Biology 32:471-479","Greenland","11",75.58,-21.44,NA,"2003","cytb",20,"260",0.45,0.14,0.0027,0.0023,"mtdna101",40,16700,"external","dioecism"
"182","Boreogadus saida",184,"Polar cod","Palsson et. al 2009 Polar Biology 32:471-479","Greenland","12",76.43,-19.19,NA,"2003","cytb",17,"260",0.67,0.09,0.0054,0.0039,"mtdna101",40,16700,"external","dioecism"
"183","Boreogadus saida",185,"Polar cod","Palsson et. al 2009 Polar Biology 32:471-479","Greenland","14",73.04,-16.31,NA,"2003","cytb",19,"260",0.45,0.13,0.0041,0.0032,"mtdna101",40,16700,"external","dioecism"
"184","Boreogadus saida",186,"Polar cod","Palsson et. al 2009 Polar Biology 32:471-479","Greenland","15",75.24,-11.45,NA,"2003","cytb",17,"260",0.23,0.13,0.0018,0.0018,"mtdna101",40,16700,"external","dioecism"
"185","Boreogadus saida",187,"Polar cod","Palsson et. al 2009 Polar Biology 32:471-479","Greenland","16",76.59,-6.25,NA,"2002","cytb",39,"260",0.39,0.09,0.0041,0.0031,"mtdna101",40,16700,"external","dioecism"
"186","Boreogadus saida",188,"Polar cod","Palsson et. al 2009 Polar Biology 32:471-479","Greenland","17",79.01,10.43,NA,"2002","cytb",41,"260",0.23,0.08,0.002,0.0019,"mtdna101",40,16700,"external","dioecism"
